data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000893
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:025, data loss:0.001157
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000942
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:026, data loss:0.001321
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000944
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:027, data loss:0.001566
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000771
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:028, data loss:0.001736
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000731
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:029, data loss:0.001018
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000699
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:030, data loss:0.001349
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000697
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:031, data loss:0.000936
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000678
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:032, data loss:0.001258
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000623
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:033, data loss:0.000941
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000615
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:034, data loss:0.000890
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000532
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:035, data loss:0.000486
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000571
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:036, data loss:0.001138
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000485
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:037, data loss:0.000804
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000470
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:038, data loss:0.000596
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000421
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:039, data loss:0.000845
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000439
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:040, data loss:0.000507
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000453
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:041, data loss:0.000838
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000422
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:042, data loss:0.001073
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000424
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:043, data loss:0.000347
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000422
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:044, data loss:0.000576
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000375
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:045, data loss:0.000519
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000361
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:046, data loss:0.000354
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000362
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:047, data loss:0.000858
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000352
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:048, data loss:0.000307
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000374
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:049, data loss:0.000914
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000376
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:050, data loss:0.000272
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000448
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:051, data loss:0.001084
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000377
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:052, data loss:0.000241
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000336
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:053, data loss:0.000520
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000307
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:054, data loss:0.000242
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000342
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:055, data loss:0.000639
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000314
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:056, data loss:0.000278
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:057, data loss:0.000331
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:057, data loss:0.000939
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:058, data loss:0.000335
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:058, data loss:0.000468
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:059, data loss:0.000302
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:059, data loss:0.000366
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:060, data loss:0.000340
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:060, data loss:0.000382
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:061, data loss:0.000327
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:061, data loss:0.000284
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:062, data loss:0.000315
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:062, data loss:0.000585
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:063, data loss:0.000316
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:063, data loss:0.000138
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:064, data loss:0.000369
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:064, data loss:0.000828
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:065, data loss:0.000337
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:065, data loss:0.000283
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:066, data loss:0.000277
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:066, data loss:0.000309
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:067, data loss:0.000277
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:067, data loss:0.000544
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:068, data loss:0.000284
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:068, data loss:0.000220
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:069, data loss:0.000260
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:069, data loss:0.000554
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:070, data loss:0.000327
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:070, data loss:0.000231
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:071, data loss:0.000284
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:071, data loss:0.000249
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:072, data loss:0.000293
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:072, data loss:0.000444
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:073, data loss:0.000276
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:073, data loss:0.000211
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:074, data loss:0.000260
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:074, data loss:0.000287
