data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.670950
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:001, data loss:0.238813
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.178179
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:002, data loss:0.052529
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.066172
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:003, data loss:0.062160
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.084707
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:004, data loss:0.034630
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.034798
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:005, data loss:0.004228
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.021866
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:006, data loss:0.016353
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.027145
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:007, data loss:0.010254
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.014461
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:008, data loss:0.004110
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.008351
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:009, data loss:0.002895
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.008483
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:010, data loss:0.004835
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.006501
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:011, data loss:0.003422
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.004276
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:012, data loss:0.001771
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002991
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:013, data loss:0.001734
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.002742
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:014, data loss:0.002041
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002479
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:015, data loss:0.001292
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002072
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:016, data loss:0.001777
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001857
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.001568
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001673
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.002063
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001477
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.001107
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001570
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.002014
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001481
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:021, data loss:0.001022
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001475
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:022, data loss:0.002282
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001400
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.000994
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001174
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.001717
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001190
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001304
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001085
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.001295
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001138
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.001445
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001174
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.001879
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001114
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.000813
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001167
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.001332
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001072
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.001877
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001005
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.000998
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001008
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.000996
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000880
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.001345
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000928
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.001868
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000931
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:036, data loss:0.001290
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000801
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:037, data loss:0.000876
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000769
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:038, data loss:0.000791
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000821
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:039, data loss:0.001213
