data path:
['data/HUST data/1-1.csv', 'data/HUST data/1-2.csv', 'data/HUST data/1-3.csv', 'data/HUST data/1-5.csv', 'data/HUST data/1-6.csv', 'data/HUST data/1-7.csv', 'data/HUST data/10-1.csv', 'data/HUST data/10-2.csv', 'data/HUST data/10-3.csv', 'data/HUST data/10-5.csv', 'data/HUST data/10-6.csv', 'data/HUST data/10-7.csv', 'data/HUST data/2-2.csv', 'data/HUST data/2-3.csv', 'data/HUST data/2-5.csv', 'data/HUST data/2-6.csv', 'data/HUST data/2-7.csv', 'data/HUST data/3-1.csv', 'data/HUST data/3-2.csv', 'data/HUST data/3-3.csv', 'data/HUST data/3-5.csv', 'data/HUST data/3-6.csv', 'data/HUST data/3-7.csv', 'data/HUST data/4-1.csv', 'data/HUST data/4-2.csv', 'data/HUST data/4-3.csv', 'data/HUST data/4-5.csv', 'data/HUST data/4-6.csv', 'data/HUST data/4-7.csv', 'data/HUST data/5-1.csv', 'data/HUST data/5-2.csv', 'data/HUST data/5-3.csv', 'data/HUST data/5-5.csv', 'data/HUST data/5-6.csv', 'data/HUST data/6-1.csv', 'data/HUST data/6-2.csv', 'data/HUST data/6-3.csv', 'data/HUST data/6-5.csv', 'data/HUST data/6-6.csv', 'data/HUST data/7-1.csv', 'data/HUST data/7-2.csv', 'data/HUST data/7-3.csv', 'data/HUST data/7-5.csv', 'data/HUST data/7-6.csv', 'data/HUST data/7-7.csv', 'data/HUST data/8-1.csv', 'data/HUST data/8-2.csv', 'data/HUST data/8-3.csv', 'data/HUST data/8-5.csv', 'data/HUST data/8-6.csv', 'data/HUST data/8-7.csv', 'data/HUST data/9-1.csv', 'data/HUST data/9-2.csv', 'data/HUST data/9-3.csv', 'data/HUST data/9-5.csv', 'data/HUST data/9-6.csv', 'data/HUST data/9-7.csv']
data path:
['data/HUST data/1-4.csv', 'data/HUST data/1-8.csv', 'data/HUST data/10-4.csv', 'data/HUST data/10-8.csv', 'data/HUST data/2-4.csv', 'data/HUST data/2-8.csv', 'data/HUST data/3-4.csv', 'data/HUST data/3-8.csv', 'data/HUST data/4-4.csv', 'data/HUST data/4-8.csv', 'data/HUST data/5-4.csv', 'data/HUST data/5-7.csv', 'data/HUST data/6-4.csv', 'data/HUST data/6-8.csv', 'data/HUST data/7-4.csv', 'data/HUST data/7-8.csv', 'data/HUST data/8-4.csv', 'data/HUST data/8-8.csv', 'data/HUST data/9-4.csv', 'data/HUST data/9-8.csv']
2025-03-19 22:26 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.021219
2025-03-19 22:26 - function:valid - INFO - [Valid] epoch:001, data loss:0.001316
2025-03-19 22:26 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.001043
2025-03-19 22:26 - function:valid - INFO - [Valid] epoch:002, data loss:0.000688
2025-03-19 22:26 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.000689
2025-03-19 22:26 - function:valid - INFO - [Valid] epoch:003, data loss:0.000431
2025-03-19 22:26 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.000507
2025-03-19 22:26 - function:valid - INFO - [Valid] epoch:004, data loss:0.000680
2025-03-19 22:26 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.000401
2025-03-19 22:26 - function:valid - INFO - [Valid] epoch:005, data loss:0.000392
2025-03-19 22:26 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.000314
2025-03-19 22:26 - function:valid - INFO - [Valid] epoch:006, data loss:0.000183
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.000227
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:007, data loss:0.000236
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.000288
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:008, data loss:0.000198
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.000233
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:009, data loss:0.000181
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.000232
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:010, data loss:0.000119
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.000216
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:011, data loss:0.000206
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.000167
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:012, data loss:0.000089
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.000143
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:013, data loss:0.000094
2025-03-19 22:27 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.000177
2025-03-19 22:27 - function:valid - INFO - [Valid] epoch:014, data loss:0.000136
2025-03-19 22:28 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.000132
2025-03-19 22:28 - function:valid - INFO - [Valid] epoch:015, data loss:0.000089
