data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:021, data loss:0.001727
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001028
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:022, data loss:0.001331
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001104
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:023, data loss:0.001596
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001016
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:024, data loss:0.001657
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000882
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:025, data loss:0.001129
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000861
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:026, data loss:0.001049
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000773
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:027, data loss:0.001307
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000695
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:028, data loss:0.001386
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000722
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:029, data loss:0.001159
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000609
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:030, data loss:0.000857
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000618
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:031, data loss:0.000548
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000561
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:032, data loss:0.000669
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000576
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:033, data loss:0.000943
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000569
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:034, data loss:0.001279
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000543
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:035, data loss:0.001246
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000511
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:036, data loss:0.000938
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000532
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:037, data loss:0.000954
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000477
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:038, data loss:0.000865
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000472
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:039, data loss:0.000588
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000443
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:040, data loss:0.000675
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000403
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:041, data loss:0.000753
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000464
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:042, data loss:0.000622
