data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.006587
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:016, data loss:0.008141
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.008363
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:017, data loss:0.008178
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.008304
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:018, data loss:0.004032
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.008631
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:019, data loss:0.002203
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.008832
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:020, data loss:0.001768
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.007083
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:021, data loss:0.003466
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.005399
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:022, data loss:0.004751
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.003779
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:023, data loss:0.002209
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.003519
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:024, data loss:0.000906
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.002833
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:025, data loss:0.001365
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002255
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:026, data loss:0.003198
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.002282
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:027, data loss:0.003591
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.002115
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:028, data loss:0.002193
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.002130
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:029, data loss:0.001291
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001970
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:030, data loss:0.001706
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001793
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:031, data loss:0.002833
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001688
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:032, data loss:0.002623
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001445
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:033, data loss:0.001483
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001399
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:034, data loss:0.001200
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.001187
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:035, data loss:0.001725
