data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.002129
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.001707
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.002020
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.001609
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001982
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.001980
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001736
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.001962
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001444
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:021, data loss:0.001962
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001424
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:022, data loss:0.001832
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001264
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:023, data loss:0.001370
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.001310
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:024, data loss:0.002065
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001279
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001314
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001162
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.001163
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001005
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.001501
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000990
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.001741
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000975
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.001519
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000923
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.001397
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000828
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.001604
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000758
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.000976
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000871
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.001116
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000767
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.001805
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000880
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.001341
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000806
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:036, data loss:0.001399
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000697
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:037, data loss:0.001030
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000806
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:038, data loss:0.000819
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000626
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:039, data loss:0.000921
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000638
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:040, data loss:0.000898
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000631
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:041, data loss:0.000797
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000668
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:042, data loss:0.000574
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000713
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:043, data loss:0.000835
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000695
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:044, data loss:0.001114
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000609
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:045, data loss:0.001441
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000643
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:046, data loss:0.001658
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000664
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:047, data loss:0.001267
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000628
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:048, data loss:0.000962
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000715
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:049, data loss:0.000772
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000549
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:050, data loss:0.000779
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000555
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:051, data loss:0.000579
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000486
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:052, data loss:0.000440
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000507
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:053, data loss:0.000491
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000505
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:054, data loss:0.000420
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000537
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:055, data loss:0.000402
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000498
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:056, data loss:0.000681
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:057, data loss:0.000448
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:057, data loss:0.000454
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:058, data loss:0.000464
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:058, data loss:0.000575
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:059, data loss:0.000446
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:059, data loss:0.000510
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:060, data loss:0.000487
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:060, data loss:0.000484
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:061, data loss:0.000511
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:061, data loss:0.000725
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:062, data loss:0.000423
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:062, data loss:0.000695
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:063, data loss:0.000488
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:063, data loss:0.000860
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:064, data loss:0.000450
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:064, data loss:0.001005
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:065, data loss:0.000425
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:065, data loss:0.000879
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:066, data loss:0.000397
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:066, data loss:0.000999
