data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.621505
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:001, data loss:0.332620
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.279917
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:002, data loss:0.103466
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.105050
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:003, data loss:0.057553
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.098965
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:004, data loss:0.081764
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.082982
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:005, data loss:0.022070
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.037745
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:006, data loss:0.036335
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.069904
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:007, data loss:0.046356
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.058498
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:008, data loss:0.010154
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.026475
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:009, data loss:0.017268
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.029108
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:010, data loss:0.013159
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.020046
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:011, data loss:0.002706
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.016755
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:012, data loss:0.013169
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.027622
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:013, data loss:0.009798
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.017183
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:014, data loss:0.002578
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.011901
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:015, data loss:0.010013
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.014577
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:016, data loss:0.005119
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.008120
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:017, data loss:0.001166
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.008558
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:018, data loss:0.003428
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.009252
