voltage mean,voltage std,voltage kurtosis,voltage skewness,CC Q,CC charge time,voltage slope,voltage entropy,current mean,current std,current kurtosis,current skewness,CV Q,CV charge time,current slope,current entropy,capacity
4.143942113263583,0.0417451732825708,2.5240576096711416,-0.737132081998827,2614.098513259887,0.598055722222222,0.278112880596273,4.426201914988922,0.2444768764769302,0.1140306875804976,-0.8366090196290346,0.5946546897115937,373.4569000354046,0.42638861111111,-0.9369046765217248,4.470477175376968,4.86023807525635
4.143932967090739,0.0416205193533225,2.5264470356175037,-0.7351937984261319,2611.1920324772013,0.597777500000003,0.2781178834392832,4.425977044236654,0.2446967220175117,0.1140355783037299,-0.8390069446405404,0.5916525655812305,373.1887277576679,0.424722499999997,-0.9398607209647944,4.471630121366158,4.86023807525635
4.143965110805373,0.0414865398540381,2.536808388739332,-0.737591704401781,2613.2767713890075,0.5980555555555556,0.2778426691702892,4.42516952687346,0.2448968064905317,0.1139121764482618,-0.8411580503402427,0.5899756869681526,371.6446294076253,0.423611388888894,-0.943000401789176,4.472835303336859,4.86023807525635
4.144029531174095,0.0413929648665332,2.537853213553653,-0.7359364247576404,2619.114193039276,0.5994067777777673,0.2772807746580255,4.424728970363781,0.2452260281227971,0.1139350237441799,-0.8421659718639911,0.588843512338583,368.1857225814576,0.4177776388888984,-0.9552714301311672,4.472627749452133,4.86023807525635
4.14415085437686,0.0414716803615188,2.542181218182327,-0.7413628161712293,2608.931973195652,0.5969049722222229,0.2784900726341032,4.424195567852244,0.2450968311920118,0.1141095250207748,-0.8448335982140152,0.5885531533079307,370.5797070253815,0.4222220555555638,-0.9460312686100638,4.473935820308951,4.86023807525635
4.144133058976371,0.0414874775114519,2.536214433690804,-0.7382897469549976,2604.319714335292,0.5958093611111205,0.2789301487570805,4.424453798300418,0.2450537049320546,0.1137573403851237,-0.8381702777298043,0.5898564185874993,369.1707598512686,0.4200002777777748,-0.9482975808797856,4.472240224386824,4.86023807525635
4.144089612698988,0.0414509539104876,2.5387241252704973,-0.7391374716147907,2607.209077773678,0.5966667222222248,0.2782088825180392,4.424873279695145,0.2454802359773009,0.1141498044949855,-0.8480518404630857,0.585244712477954,371.4873347199329,0.4208332777777751,-0.9460427392981952,4.475999398172646,4.86023807525635
4.143981884556518,0.041466113505209,2.5346412694242444,-0.7367058661185116,2606.943756717272,0.5966651666666601,0.278449358960862,4.425596195842723,0.245108188478281,0.1139562419903451,-0.8460103124846778,0.585141241668015,370.6244621167849,0.4211111111111111,-0.9496164805499104,4.471172596992688,4.86023807525635
4.1439846911770015,0.0412748191964363,2.551359681600188,-0.739165304448032,2623.084986583606,0.600167666666643,0.2769292397915973,4.424924906363768,0.2455305550832229,0.1141275199295641,-0.8468722616041897,0.5866157240108524,368.2632596523646,0.4183329999999842,-0.9550530192449064,4.475710289057553,4.86023807525635
4.144106715449776,0.0412830206359851,2.548650358912356,-0.7419597668028953,2626.8756122703253,0.6013890833333264,0.2759648018856619,4.422970150997493,0.2450890808998541,0.1140085377682161,-0.844137128055094,0.5877544429023117,367.11291268429375,0.4177776111111032,-0.9544905496331976,4.473318594189367,4.86023807525635
4.144066190830239,0.0413104998077271,2.544210854238808,-0.7392992627076254,2613.9917621192344,0.5983265833333199,0.2773255099223294,4.4243670404581374,0.2449560369578886,0.1142404123601318,-0.8470556988929929,0.5862504959302083,369.6095503898445,0.4208331666666587,-0.9496999302316804,4.472744355779848,4.86023807525635
4.144276525987846,0.0414116550562227,2.514654456742151,-0.735368473999399,2554.8081461249826,0.5852777777777778,0.2820762232349108,4.42502262814501,0.2464833838458491,0.114082163566336,-0.8717539668932832,0.5663901559085422,366.2845748823688,0.4141663888888918,-0.9624600989078532,4.480191817566119,4.8435001373291
4.144379298268366,0.0413298936853626,2.5254196830650963,-0.7393745519483553,2562.13487420146,0.5869444166666492,0.2811412159006737,4.425078918540947,0.2467240996232337,0.1144850181066785,-0.8703858147769639,0.5688831390242812,367.189995193777,0.4152777499999825,-0.9613993300626684,4.480730264110006,4.8435001373291
4.144513032002476,0.0406913627101911,2.549302094942071,-0.7388270911364236,2583.928613687277,0.59194475,0.276956276533055,4.424274069513562,0.2470080043728414,0.1138957611145452,-0.8700482992305689,0.5672596338685536,357.3815678279199,0.4024999444444445,-0.9886491441560508,4.484473015102864,4.76329755783081
4.144479750244971,0.0406585392591734,2.549603216323933,-0.7380790365595565,2583.87785686822,0.5919443888888889,0.2773463287083826,4.422801275600479,0.2475958612243829,0.1149801719177516,-0.8884684667750231,0.560768264284139,358.6273026188843,0.4038885277777778,-0.9889373801884684,4.4829235505184375,4.76329755783081
