data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001368
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:025, data loss:0.001817
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001509
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:026, data loss:0.001963
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001383
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:027, data loss:0.002075
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001317
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:028, data loss:0.001533
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001168
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:029, data loss:0.001960
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001220
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:030, data loss:0.001494
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001078
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:031, data loss:0.001694
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001173
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:032, data loss:0.001645
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001053
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:033, data loss:0.001755
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001002
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:034, data loss:0.001316
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000933
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:035, data loss:0.001382
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.001041
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:036, data loss:0.002174
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.001051
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:037, data loss:0.001424
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000995
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:038, data loss:0.000791
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000926
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:039, data loss:0.001443
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000863
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:040, data loss:0.001896
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000818
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:041, data loss:0.001115
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000818
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:042, data loss:0.000747
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000798
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:043, data loss:0.001335
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000765
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:044, data loss:0.001647
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000767
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:045, data loss:0.001255
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000704
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:046, data loss:0.001413
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000673
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:047, data loss:0.001117
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000659
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:048, data loss:0.001199
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000587
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:049, data loss:0.001192
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000623
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:050, data loss:0.001075
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000560
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:051, data loss:0.001149
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000499
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:052, data loss:0.000920
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000573
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:053, data loss:0.000707
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000522
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:054, data loss:0.000541
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000546
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:055, data loss:0.001122
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000546
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:056, data loss:0.000974
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:057, data loss:0.000435
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:057, data loss:0.000960
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:058, data loss:0.000444
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:058, data loss:0.000801
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:059, data loss:0.000442
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:059, data loss:0.000833
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:060, data loss:0.000423
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:060, data loss:0.000740
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:061, data loss:0.000454
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:061, data loss:0.000886
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:062, data loss:0.000437
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:062, data loss:0.001145
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:063, data loss:0.000426
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:063, data loss:0.000955
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:064, data loss:0.000447
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:064, data loss:0.001160
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:065, data loss:0.000376
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:065, data loss:0.000933
