data path:
['data/XJTU data\\2C_battery-1.csv', 'data/XJTU data\\2C_battery-2.csv', 'data/XJTU data\\2C_battery-3.csv', 'data/XJTU data\\2C_battery-5.csv', 'data/XJTU data\\2C_battery-6.csv', 'data/XJTU data\\2C_battery-7.csv']
data path:
['data/XJTU data\\2C_battery-4.csv', 'data/XJTU data\\2C_battery-8.csv']
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.673258
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:001, data loss:0.240481
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.211520
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:002, data loss:0.129046
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.079204
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:003, data loss:0.015691
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.056897
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:004, data loss:0.052251
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.053527
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:005, data loss:0.013085
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.024983
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:006, data loss:0.007999
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.028059
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:007, data loss:0.012558
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.022027
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:008, data loss:0.011237
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.013456
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:009, data loss:0.000509
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.009855
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:010, data loss:0.002212
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.008126
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:011, data loss:0.004478
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.006350
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:012, data loss:0.000974
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.004481
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:013, data loss:0.003248
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.003395
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:014, data loss:0.000958
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.002935
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:015, data loss:0.002432
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.002590
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:016, data loss:0.001322
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.002032
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:017, data loss:0.001346
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001967
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:018, data loss:0.001988
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001728
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:019, data loss:0.001433
2025-03-13 12:36 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001561
2025-03-13 12:36 - function:valid - INFO - [Valid] epoch:020, data loss:0.001723
