data path:
['data/XJTU data\\RW_battery-1.csv', 'data/XJTU data\\RW_battery-2.csv', 'data/XJTU data\\RW_battery-3.csv', 'data/XJTU data\\RW_battery-5.csv', 'data/XJTU data\\RW_battery-6.csv', 'data/XJTU data\\RW_battery-7.csv']
data path:
['data/XJTU data\\RW_battery-4.csv', 'data/XJTU data\\RW_battery-8.csv']
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:014, data loss:0.001958
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.006765
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:015, data loss:0.010424
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.008836
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:016, data loss:0.006922
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.005690
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:017, data loss:0.000856
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.005103
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:018, data loss:0.001574
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.006058
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:019, data loss:0.000457
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.003140
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:020, data loss:0.002067
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.003418
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:021, data loss:0.004638
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.003427
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:022, data loss:0.001717
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.002051
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:023, data loss:0.000584
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.003042
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:024, data loss:0.000488
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.002069
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:025, data loss:0.002306
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.002152
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:026, data loss:0.003606
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.001982
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:027, data loss:0.000868
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.001494
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:028, data loss:0.000177
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.001731
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:029, data loss:0.000600
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.001191
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:030, data loss:0.002001
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.001383
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:031, data loss:0.001280
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.001255
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:032, data loss:0.000311
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.001179
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:033, data loss:0.000325
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.001066
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:034, data loss:0.001102
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.001072
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:035, data loss:0.001335
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.001024
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:036, data loss:0.000629
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000850
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:037, data loss:0.000424
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000884
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:038, data loss:0.000772
2025-03-13 12:40 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000804
2025-03-13 12:40 - function:valid - INFO - [Valid] epoch:039, data loss:0.001068
