data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:001, data loss:0.334122
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:001, data loss:0.016552
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:002, data loss:0.061836
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:002, data loss:0.044602
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:003, data loss:0.039106
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:003, data loss:0.022372
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:004, data loss:0.037374
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:004, data loss:0.005553
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:005, data loss:0.020277
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:005, data loss:0.011609
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:006, data loss:0.016553
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:006, data loss:0.001128
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:007, data loss:0.011772
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:007, data loss:0.003428
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:008, data loss:0.009533
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:008, data loss:0.001064
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:009, data loss:0.007420
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:009, data loss:0.001412
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:010, data loss:0.005798
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:010, data loss:0.000568
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:011, data loss:0.003628
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:011, data loss:0.001331
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:012, data loss:0.002983
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:012, data loss:0.000824
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:013, data loss:0.002046
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:013, data loss:0.000730
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001749
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:014, data loss:0.001074
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001573
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:015, data loss:0.001092
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001258
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:016, data loss:0.000734
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001550
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:017, data loss:0.000765
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001116
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:018, data loss:0.000755
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001039
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:019, data loss:0.000995
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001020
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:020, data loss:0.001233
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000910
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:021, data loss:0.001017
