data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:014, data loss:0.001616
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:014, data loss:0.000981
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:015, data loss:0.001635
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:015, data loss:0.001601
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:016, data loss:0.001217
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:016, data loss:0.002250
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:017, data loss:0.001227
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:017, data loss:0.001040
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:018, data loss:0.001146
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:018, data loss:0.001281
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:019, data loss:0.001183
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:019, data loss:0.000978
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001071
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:020, data loss:0.001341
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.000944
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:021, data loss:0.001605
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001025
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:022, data loss:0.000861
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.000935
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:023, data loss:0.000316
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000967
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:024, data loss:0.000322
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.000939
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:025, data loss:0.000525
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.000909
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:026, data loss:0.001848
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000770
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:027, data loss:0.002076
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000781
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:028, data loss:0.000914
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000683
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:029, data loss:0.000165
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000875
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:030, data loss:0.000959
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000709
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:031, data loss:0.000871
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000714
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:032, data loss:0.001534
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000667
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:033, data loss:0.000827
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000566
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:034, data loss:0.000169
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000640
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:035, data loss:0.000978
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000528
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:036, data loss:0.000472
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000547
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:037, data loss:0.000947
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000546
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:038, data loss:0.000346
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000529
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:039, data loss:0.000687
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000532
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:040, data loss:0.000420
