data path:
['data/XJTU data\\R3_battery-1.csv', 'data/XJTU data\\R3_battery-2.csv', 'data/XJTU data\\R3_battery-3.csv', 'data/XJTU data\\R3_battery-5.csv', 'data/XJTU data\\R3_battery-6.csv', 'data/XJTU data\\R3_battery-7.csv']
data path:
['data/XJTU data\\R3_battery-4.csv', 'data/XJTU data\\R3_battery-8.csv']
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:019, data loss:0.003115
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:020, data loss:0.001401
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:020, data loss:0.002332
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:021, data loss:0.001274
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:021, data loss:0.002058
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:022, data loss:0.001185
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:022, data loss:0.001636
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:023, data loss:0.001201
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:023, data loss:0.002634
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:024, data loss:0.000980
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:024, data loss:0.002054
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:025, data loss:0.001099
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:025, data loss:0.001454
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:026, data loss:0.001029
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:026, data loss:0.001108
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:027, data loss:0.000975
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:027, data loss:0.001911
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:028, data loss:0.000849
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:028, data loss:0.001443
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:029, data loss:0.000783
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:029, data loss:0.001405
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:030, data loss:0.000797
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:030, data loss:0.001862
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:031, data loss:0.000809
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:031, data loss:0.001128
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:032, data loss:0.000690
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:032, data loss:0.001322
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:033, data loss:0.000720
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:033, data loss:0.001116
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:034, data loss:0.000654
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:034, data loss:0.001373
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:035, data loss:0.000653
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:035, data loss:0.001064
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:036, data loss:0.000725
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:036, data loss:0.001369
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:037, data loss:0.000595
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:037, data loss:0.001469
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:038, data loss:0.000634
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:038, data loss:0.001335
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:039, data loss:0.000592
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:039, data loss:0.001602
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:040, data loss:0.000606
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:040, data loss:0.001513
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:041, data loss:0.000548
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:041, data loss:0.001164
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:042, data loss:0.000503
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:042, data loss:0.000939
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:043, data loss:0.000528
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:043, data loss:0.000632
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:044, data loss:0.000453
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:044, data loss:0.000558
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:045, data loss:0.000491
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:045, data loss:0.000488
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:046, data loss:0.000507
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:046, data loss:0.000536
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:047, data loss:0.000469
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:047, data loss:0.000514
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:048, data loss:0.000517
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:048, data loss:0.000716
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:049, data loss:0.000418
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:049, data loss:0.000688
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:050, data loss:0.000423
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:050, data loss:0.001113
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:051, data loss:0.000463
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:051, data loss:0.001242
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:052, data loss:0.000408
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:052, data loss:0.000847
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:053, data loss:0.000356
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:053, data loss:0.000874
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:054, data loss:0.000394
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:054, data loss:0.000959
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:055, data loss:0.000382
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:055, data loss:0.000579
2025-03-13 12:39 - function:train_one_epoch - INFO - [Train] epoch:056, data loss:0.000368
2025-03-13 12:39 - function:valid - INFO - [Valid] epoch:056, data loss:0.000518
